CatalogNumber,Individual_ID,Fish_Species,Date_Fish_Collected,Fish_Barcode,Dissector,Dissection_Date,Completion_Date,Total_Length_mm,Standard_Length_mm,Weight_mg,Examiner,Sex,Gut_Contents,Notes,SKIN,MUSCLE,BUCCAL_CAVITY,BODY_CAVITY,MONO.GYRO.PECTORALFIN,TREM.FIM.PECTORALFIN,COPE.LERN.PELVICFIN,MONO.GYRO.PELVICFIN,COPE.IMLER.ANALFIN,MONO.GYRO.ANALFIN,TREM.META.UNK.CAUDALFIN,MONO.GYRO.CAUDALFIN,MONO.GYRO.DORSALFIN,GONAD,TREM.DIPLO.LIVER,TREM.GOLD.LIVER,KIDNEY,TREM.DIPLO.EYE,TREM.EM.EYE,HEART,STOMACH,TREM.D.CONN,TREM.DIPLO.CONN,TREM.B.CONN,TREM.GOLD.CONN,NEMA.UNK.INT,MYXO.SUSP.GILL,CYST.UNK.GILL,MONO.DACT.GILL,MONO.GYRO.GILL,GALL_BLADDER,TREM.DLUM.FLUSH,TREM.META.UNK.FLUSH,TREM.B.FLUSH,TREM.D.FLUSH,TREM.DIPLO.FLUSH,TREM.UNK,TREM.RIDGE.FLUSH,Notes_details_about_parasites_missing,MSB:Fish_catalog_number,Fish_Species,Fish_Barcode,P1_Species,P1_Number_of_individuals,P1_collector,P1_identifier,P1_Life_Stage,P1_Organ_Found,P1_preservation,P1_barcode,P1_label:MSB_FISH_CATALOG_NUMBER,P1_label:PARASITE_CODE,P2_Species,P2_Number_of_individuals,P2_collector,P2_identifier,P2_Life_Stage,P2_Organ,P2_preservation,P2_barcode,P2_label:SMB_FISH_CATALOG_NUMBER,P2_label:PARASITE_CODE,P3_Species,P3_Number_of_individuals,P3_collector,P3_identifier,P3_Life_Stage,P3_Organ,P3_How_preserved,P3_barcode,P3_Label:fishID,P3_label:Parasites_Code,Parasite Species 4,Number of individuals 4,parasite collector 4,parasite identifier 4,Life Stage 4,Organ 4,How preserved 4,barcode 4,Parasite label 4,Parasite label  4,Box_number
MSB:Fish:4096,MSB 4096-2,Hybognathus amarus,09-05-1978,JAR8711F,EO,06-24-2025,06-25-2025,44,34,903,CW,NA,Dirt,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,MSB 4096-2,Hybognathus amarus,JAR8711F,Diplostomatidae,6,CW,CW,Metacercariae,Connective Tissue,70% etoh,P6JYK,MSB 4096-2,TREM.DIPLO.CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:1130,MSB 1130-4,Hybognathus amarus,10-29-1949,JAR8699F,BP,06-24-2025,06-25-2025,62,47,2068,CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,MSB 1130-4,Hybognathus amarus,JAR8699F,Diplostomatidae,1,CLW,CLW,Metacercariae,Connective Tissue,70% etoh,P6JWZ,MSB 1130-4,TREM.DIPLO.CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:4161,MSB 4161-2,Hybognathus amarus,08-05-1977,JAR8698F,JG,06-24-2025,06-25-2025,44,35,753,JG KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,,MSB 4161-2,Hybognathus amarus,JAR8698F,Digenea,1,JG KL,JG KL,Metacercariae,Flush,70% etoh,P6JZE,MSB 4161-2,TREM.RIDGE.FLUSH,Diplostomatidae,48,JG KL,JG KL,Metacercariae,Connective Tissue,70% etoh,P6JZF,MSB 4161-2,TREM.DIPLO.CONN,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:1150,MSB 1150-2,Hybognathus amarus,06-09-1939,JAR8714F,JG,06-24-2025,06-25-2025,72,61,4536,CLW,F,NA,Many eggs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,NA,0,0,0,0,0,0,0,,MSB 1150-2,Hybognathus amarus,JAR8714F,Dactylogyrus sp. 1,1,CLW,CLW,Adult,Gill,70% etoh,P6JX0,MSB 1150-2,MONO.DACT.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:1130,MSB 1130-2,Hybognathus amarus,10-29-1949,JAR8695F,BP,06-24-2025,06-25-2025,68,54,3151,KL,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,1,0,0,0,0,0,0,0,0,0,,MSB 1130-2,Hybognathus amarus,JAR8695F,Dactylogyrus sp. 1,1,KL,KL,Adult,Gill,70% etoh,P6JZG,MSB 1130-2,MONO.DACT.GILL,Digenea,4,KL,KL,Adult,Connective Tissue,70% etoh,P6JZH,MSB 1130-2,TREM.B.CONN,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:7593,MSB 7593-5,Hybognathus amarus,05-25-1988,JAR8709F,BP,06-24-2025,06-25-2025,62,51,2400,BP CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7593,MSB 7593-2,Hybognathus amarus,05-25-1988,JAR8705F,EO,06-24-2025,06-25-2025,64,50,2324,JG CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:25023,MSB 25023-3,Hybognathus amarus,08-02-1995,JAR8723F,EO,06-25-2025,06-25-2025,38,29,422,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1130,MSB 1130-3,Hybognathus amarus,10-29-1949,JAR8697F,JG,06-24-2025,06-25-2025,61,49,1811,JG CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7593,MSB 7593-1,Hybognathus amarus,05-25-1988,JAR8704F,BP,06-24-2025,06-25-2025,64,50,3600,KL,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,0,0,0,NA,0,0,0,0,0,0,0,,MSB 7593-1,Hybognathus amarus,JAR8704F,Diplostomatidae,9,KL,KL,Metacercariae,Connective Tissue,70% etoh,P6JXY,MSB 7593-1,TREM.DIPLO.CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:7593,MSB 7593-4,Hybognathus amarus,05-25-1988,JAR8707F,EO,06-24-2025,06-25-2025,61,48,1922,BP KL,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,MSB 7593-4,Hybognathus amarus,JAR8707F,Diplostomatidae,10,BP KL,BP KL,Metacercariae,Connective Tissue,70% etoh,P6JXZ,MSB 7593-4,TREM.DIPLO.CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:68528,MSB 68528-5,Hybognathus amarus,08-16-1984,JAR8733F,BP,06-25-2025,06-25-2025,47,37,1014,CLW,NA,NA,50% ISOH,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,NA,0,0,0,0,0,0,0,,MSB 68528-5,Hybognathus amarus,JAR8733F,Gyrodactylidae sp 1,1,CLW,CLW,Adult,Gill,50% ISOH,P6JX1,MSB 68528-5,MONO.GYRO.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:30810,MSB 30910-1,Hybognathus amarus,02-07-1996,JAR8734F,EO,06-25-2025,06-25-2025,68,54,2437,CW,NA,empty,MYXO.SUSP found in gill raker,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,MSB 30810-1,Hybognathus amarus,JAR8734F,?,1,CW,CW,Unknown,Gill raker,70% etoh,P6JYN,MSB 30810-1,MXYO.SUSP.GILL,Gyrodactylidae sp 2,3,CW,CW,Adult,Anal fin,70% etoh,P6JYO,MSB 30810-1,MONO.GYRO.FIN,Gyrodactylidae sp 2,5,CW,CW,Adult,Dorsal Fin,70% etoh,P6JYP,MSB 30810-1,MONO.GYRO.FIN,Diplostomatidae,1,CW,CW,Metacercariae,Connective Tissue,70% etoh,P6JYA,MSB 30810-1,TREM.DIPLO.CONN,2
MSB:Fish:25023,MSB 25023-2,Hybognathus amarus ,08-02-1995,JAR8725F,EO,06-25-2025,06-25-2025,36,29,560,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,,MSB 25023-2,Hybognathus amarus,JAR8725F,Digenea,1,KL,KL,Metacercariae,Flush,70% etoh,P6JY0,MSB 25023-2,TREM.D.FLUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:25023,MSB 25023-4,Hybognathus amarus,08-02-1995,JAR8721F,EO,06-25-2025,06-25-2025,37,29,524,CW,NA,NA,"Vouchered, but destroyed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 25023-4,Hybognathus amarus,JAR8721F,Diplostomatidae,1,CW,CW,Metacercariae,Connective Tissue,70% etoh,P6JY9,MSB 25023-4,TREM.DIPLO.CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:25023,MSB 25023-1,Hybognathus amarus,08-02-1995,JAR8720F,EO,06-25-2025,06-26-2025,39,30,586,JG EO KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:43490,MSB 43490-3,Hybognathus amarus,10-11-1999,JAR8749F,BP,06-26-2025,06-26-2025,61,49,2200,CLW,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:30410,MSB 30410-4,Hybognathus amarus,06-28-1996,JAR8738F,JG,06-25-2025,06-26-2025,75,61,4376,CLW,F,NA,Gravid!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,MSB 30410-4,Hybognathus amarus,JAR8738F,Digenea,3,CLW,CLW,Metacercariae,Flush,70% etoh,P6L08,MSB 30410-4,TREM.D.FLUSH,Diplostomatidae,17,CLW,CLW,Metacercariae,Connective tissue,70% etoh,P6L09,MSB 30410-4,TREM.DIPLO.CONN,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:43490,MSB 43490-1,Hybognathus amarus,10-11-1999,JAR8745F,BP,06-26-2025,06-26-2025,72,57,3244,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:43480,MSB 43490-2,Hybognathus amarus,10-11-1999,JAR8747F,JG,06-26-2025,06-26-2025,61,55,2713,CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:30810,MSB 30810-4,Hybognathus amarus,02-07-1996,JAR8739F,BP,06-25-2026,06-26-2025,66,52,2148,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TREM.META.UNK.CAUDALFIIN destroyed, not collected",MSB 30810-4,Hybognathus amarus,JAR8739F,Gyrodactylidae,1,CW,CW,NA,Caudal fin,70% etoh,P6JY1,MSB 30810-4,MONO.GYRO.CAUDALFIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:30810,MSB 30810-3,Hybognathus amarus,02-07-1996,JAR8737F,EO,06-25-2026,06-25-2025,55,43,1306,KL,F,NA,,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 30810-3,Hybognathus amarus,JAR8737F,Gyrodactylidae,5,KL,KL,NA,"Pectoral fin, Pelvic fin, Dorsal fin",70% etoh,P6JY8,MSB 30810-3,MONO.GYRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:30410,MSB 30410-2,Hybognathus amarus,06-28-1996,JAR8742F,BP,06-25-2025,06-26-2025,66,53,3676,CW,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,,MSB 30410-2,Hybognathus amarus,JAR8742F,Diplostomatidae,10,CW,CW,Metacercariae,Connective tissue,70% etoh,P6JY4,MSB 30410-2,TREM.DIPLO.CONN,Digenea,5,CW,CW,Adult,Flush,70% etoh,P6JY5,MSB 30410-2,,Diplostomatidae,4,CW,CW,Metacercariae,Flush,70% etoh,P6JY6,MSB 30410-2,TREM.DIPLO.FLUSH,Diplostomatidae,1,CW,CW,Metacercariae,Liver,70% etoh,P6JY7,MSB 30410-2,TREM.DIPLO.LIVER,2
MSB:Fish:68528,MSB 68528-4,Hybognathus amarus,08-16-1984,JAR8730F,EO,06-25-2025,06-26-2025,68,55,2391,KL,NA,,50% ISOH,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,2,0,0,,MSB 68528-4,Hybognathus amarus,JAR8730F,Lernaea sp.,1,KL,KL,Adult,Pelvic fin,70% etoh,P6L2B,MSB 68528-4,COPE.LERN.PELVICFIN,Diplostomatidae,2,KL,KL,Metacercariae,Flush,70% etoh,P6L2C,MSB 68528-4,TREM.DIPLO.FLUSH,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:30410,MSB 30410-1,Hybognathus amarus,06-28-1996,JAR8736F,BP,06-25-2025,06-26-2025,72,59,NA,CLW,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,"TREM.RIDGE.FLUSH 1 attached to intestine, TREM.D.FLUSH 1 attached to swim bladder (oral sucker attached) the others attached to gall bladder",MSB 30410-1,Hybognathus amarus,JAR8736F,Digenea,3,CLW,CLW,Larvae,Flush,70% etoh,P6L0A,MSB 30410-1,TREM.RIDGE.FLUSH,Diplostomatidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
